IssueDate,StartDate,EndDate,certificateNumber,fee,NPOName,LocName,LicenseClass,SubClass,Description,AddrStreet,AddrZip
09/12/2017,09/21/2017,09/24/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202
09/12/2017,09/21/2017,09/25/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202
09/12/2017,09/28/2017,10/02/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202
09/12/2017,10/05/2017,10/09/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202
09/12/2017,10/05/2017,10/09/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON STREET,21202
09/12/2017,09/29/2017,09/30/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
09/13/2017,09/17/2017,09/18/2017,,,"NEW VISION YOUTH SERVICES, INC. ",,LS,BWL,"Beer, Wine, & Liquor",7310 Park Heights Ave,21209
09/13/2017,09/17/2017,09/18/2017,,,"STRONG CITY BALTIMORE, INC.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016193,21218
09/13/2017,09/15/2017,09/16/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",4229 York Rd.,21212
09/13/2017,09/16/2017,09/17/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",2900 Liberty Heights Avenue,21215
09/13/2017,09/17/2017,09/18/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
09/15/2017,09/16/2017,09/17/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
09/15/2017,09/16/2017,09/17/2017,,,"BALTIMORE OUTREACH SERVICES, INC.",,LS,BWL,"Beer, Wine, & Liquor",402 N. Howard Street,21201
09/15/2017,09/15/2017,09/16/2017,,,FRIENDS OF PATTERSON PARK INC.,,WS,BW,Beer & Wines,Patterson  Park,21224
09/15/2017,09/16/2017,09/17/2017,,,"FRIENDS OF PATTERSON PARK, INC.",,WS,BW,Beer & Wines,PATTERSON PARK,21224
09/18/2017,10/01/2017,10/02/2017,,,"BREAK THE CYCLE, INC. ",,LS,BWL,"Beer, Wine, & Liquor",3301 WATERVIEW AVENUE,21230
09/18/2017,10/21/2017,10/22/2017,,,"NATIONAL SKI PATROL SYSTEMS, INC.",,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230
09/18/2017,10/21/2017,10/22/2017,,,"NATIONAL SKI PATROL SYSTEMS, INC.",,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230
09/18/2017,10/02/2017,10/03/2017,,,"Taste Wise Kids,Inc.",,LS,BWL,"Beer, Wine, & Liquor",901  WEST PRATT STREET,21223
09/18/2017,10/01/2017,10/02/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
09/18/2017,09/23/2017,09/24/2017,,,INSTITUTE OF NOTRE DAME,,WS,BW,Beer & Wines,901 AISQUITH STREET,21201
09/19/2017,09/30/2017,10/01/2017,,,"MERCY HIGH SCHOOL, INC.",,WS,BW,Beer & Wines,1300 E. Northern Pkwy,21239
09/19/2017,09/23/2017,09/24/2017,,,GENEROSITY: GLOBAL INCORPORATED,,LS,BWL,"Beer, Wine, & Liquor",1701 N. Gay Street,21213
09/19/2017,10/01/2017,10/02/2017,,," ST. PETER CLAVER'S ROMAN CATHOLIC CONGREGATION, INCORPORATED",,LS,BWL,"Beer, Wine, & Liquor",1546 N.Fremont Ave,21217
09/19/2017,09/26/2017,09/27/2017,,,"Maryland Defense Counsel, Inc. ",,WS,BW,Beer & Wines,100 LIGHT ST Suite#501,21202
09/20/2017,09/24/2017,09/25/2017,,,AFSCME Local#44,,WS,BW,Beer & Wines,1500 WASHINGTON BLVD,21230
09/20/2017,09/29/2017,09/30/2017,,,Children's Scholarship Trust,,LS,BWL,"Beer, Wine, & Liquor",711 W 40th Street,21211
09/20/2017,09/22/2017,09/23/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
09/20/2017,09/22/2017,09/23/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
09/20/2017,09/22/2017,09/23/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
09/20/2017,09/22/2017,09/23/2017,,,"MARYLAND SPCA, INC.",,LS,BWL,"Beer, Wine, & Liquor",3300 FALLS ROAD,21211
09/21/2017,10/14/2017,10/15/2017,,,Morgan State University-Events Office,,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
09/21/2017,09/23/2017,09/25/2017,,,"Transmodern Age, Inc.",,LS,BWL,"Beer, Wine, & Liquor",421 N. Howard Street,21201
09/21/2017,10/01/2017,10/02/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,10/15/2017,10/16/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,10/26/2017,10/27/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,11/17/2017,11/18/2017,,,"Patterson Park Public Charter School, Inc.",,WS,BW,Beer & Wines,27 N. Lakewood Avenue,21224
09/21/2017,10/07/2017,10/08/2017,,,"CATHOLIC COMMUNITY OF SOUTH BALTIMORE, INC.",,WS,BW,Beer & Wines,1532 E. Fort Avenue,21230
09/21/2017,10/01/2017,10/02/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,10/15/2017,10/16/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,10/26/2017,10/27/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201 Wicomico Street,21230
09/21/2017,11/17/2017,11/18/2017,,,"Patterson Park Public Charter School, Inc.",,WS,BW,Beer & Wines,27 N. Lakewood Avenue,21224
09/21/2017,10/07/2017,10/08/2017,,,"CATHOLIC COMMUNITY OF SOUTH BALTIMORE, INC.",,WS,BW,Beer & Wines,1532 E. Fort Avenue,21230
09/22/2017,10/14/2017,10/15/2017,,,St John Lutheran  Church,,WS,BW,Beer & Wines,226 Washburn Avenue,21225
09/22/2017,10/13/2017,10/14/2017,,,"THE VILLAGE LEARNING PLACE, INC.",,WS,BW,Beer & Wines,2521  SAINT PAUL STREET,21218
09/22/2017,09/22/2017,09/24/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
09/22/2017,09/22/2017,09/23/2017,,,"Shree, LLC T/a Red Fish Liquors",,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4001 Falls Road,21211
09/22/2017,09/22/2017,09/23/2017,,,"CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215
09/22/2017,09/23/2017,09/24/2017,,,MORGAN STATE UNIVERSITY,,LS,BWL,"Beer, Wine, & Liquor",1700 E Coldspring Lane,21251
09/22/2017,09/23/2017,09/24/2017,,,Skatepark of Baltimore Inc.,,WS,BW,Beer & Wines,See Permit ROW2017-SE1016437,21211
09/26/2017,09/26/2017,09/27/2017,,,"Hamilton-Lauraville Main Street, Inc.",,WS,BW,Beer & Wines,4500 harford,21214
09/26/2017,10/06/2017,10/07/2017,,,"THE AMERICAN VISIONARY ART MUSEUM, INC.",,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224
09/27/2017,10/17/2017,10/18/2017,,,"Unified Community Connections, Inc. ",,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224
09/27/2017,10/07/2017,10/08/2017,,,"Unified Community Connections, Inc. ",,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224
09/27/2017,10/04/2017,10/05/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/27/2017,10/24/2017,10/25/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202
09/27/2017,10/14/2017,10/15/2017,,,"Spirit of Hope Children's Foundation, Inc.",,LS,BWL,"Beer, Wine, & Liquor",1101 Russell Street (M&T Bank Stadium),21230
09/27/2017,09/30/2017,10/01/2017,,,Lauraville Business Association,,WS,BW,Beer & Wines,HARFORD ROAD  & WALTHER BLVD,21214
09/27/2017,10/01/2017,10/02/2017,,,Mercy Medical Center/ The Tyanna Foundation,,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202
09/28/2017,10/07/2017,10/08/2017,,,"KURK LEE FOUNDATION, INC",,LS,BWL,"Beer, Wine, & Liquor",219 W. 29th Division St.,21201
09/28/2017,10/01/2017,10/02/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",14 W. North Avenue,21201
09/28/2017,10/01/2017,10/02/2017,,,"ARENA PLAYERS, INC.",,LS,BWL,"Beer, Wine, & Liquor",4  W. North Ave,21201
09/28/2017,09/30/2017,10/01/2017,,,"SECTION 1, INC.",,WS,BW,Beer & Wines,101 W. Dickman Street,21230
09/29/2017,09/29/2017,09/30/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,See Permit TMP2017-00181,21230
09/29/2017,09/29/2017,09/30/2017,,,"Baltimore Bike Party, Inc.",,WS,BW,Beer & Wines,See Permit TMP2017-00181,21230
09/29/2017,09/29/2017,10/01/2017,,,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
09/29/2017,10/19/2017,10/20/2017,,,"Research Associates Foundation, Inc",,WS,BW,Beer & Wines,2640 ST. PAUL STREET,21218
09/29/2017,09/29/2017,09/30/2017,,,"Shree, LLC T/a Red Fish Liquors",,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4001 Falls Rd,21211
09/29/2017,10/13/2017,10/14/2017,,,"Fusion Partnerships, Inc.",,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
10/02/2017,10/06/2017,10/07/2017,,,"LIVING CLASSROOMS FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016654,21231
10/03/2017,10/07/2017,10/08/2017,,,Charm City Cycling LLC,,WS,BW,Beer & Wines,PERMIT #ROW2017-SE1016438,21217
10/03/2017,10/08/2017,10/09/2017,,,Charm City Cycling LLC,,WS,BW,Beer & Wines,SEE PERMIT PERMIT #ROW2017-SE1016438,21217
10/03/2017,10/14/2017,10/15/2017,,,"SECOND CHANCE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1700 Ridgely Street,21230
10/03/2017,10/27/2017,10/28/2017,,,FUSION PARTNERSHIPS INC.,,WS,BW,Beer & Wines,116 W. MULBERRY STREET,21201
10/03/2017,10/06/2017,10/08/2017,,,"Baltimore Rock Opera Society,Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202
10/03/2017,10/13/2017,10/15/2017,,,"Baltimore Rock Opera Society,Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202
10/03/2017,10/20/2017,10/22/2017,,,"Baltimore Rock Opera Society,Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202
10/03/2017,10/26/2017,11/01/2017,,,"Baltimore Rock Opera Society,Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202
10/03/2017,10/04/2017,11/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
10/03/2017,10/04/2017,11/03/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
10/03/2017,10/06/2017,10/08/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK RD,21212
10/04/2017,10/14/2017,10/15/2017,,,"Pigtown Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015664,21230
10/04/2017,10/07/2017,10/08/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231
10/04/2017,10/08/2017,10/09/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231
10/04/2017,10/07/2017,10/08/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231
10/04/2017,10/08/2017,10/09/2017,,,"Fells Point Main Street, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231
10/05/2017,10/15/2017,10/16/2017,,,"SHOW YOUR SOFT SIDE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 blk Russell Street,21230
10/05/2017,10/06/2017,10/07/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
10/05/2017,10/20/2017,10/21/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202
10/05/2017,10/13/2017,10/14/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",211  E. Lexington St,21202
10/05/2017,10/27/2017,10/28/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",211  E. Lexington St,21202
10/05/2017,10/15/2017,10/16/2017,,,UNITED EVANGELICAL CHURCH,,WS,BW,Beer & Wines,See Permit ROW2017-SE1016763,21224
10/05/2017,10/14/2017,10/15/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014467,21202
10/06/2017,10/20/2017,10/23/2017,,,"HOLY TRINITY RUSSIAN ORTHODOX CHURCH, BALTIMORE, MARYLAND CORPORATION",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016773,21231
10/10/2017,11/27/2017,11/28/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
10/10/2017,12/03/2017,12/04/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
10/10/2017,12/23/2017,12/24/2017,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
10/10/2017,12/31/2017,01/01/2018,,,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230
10/10/2017,10/14/2017,10/15/2017,,,"Bolton Hill Nursery, Inc.",,WS,BW,Beer & Wines,See Permit ROW2017-SE1016587,21217
10/10/2017,10/28/2017,10/29/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/10/2017,10/12/2017,10/13/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/10/2017,10/14/2017,10/15/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/10/2017,10/28/2017,10/29/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/10/2017,10/12/2017,10/13/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/10/2017,10/14/2017,10/15/2017,,,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251
10/11/2017,10/14/2017,10/15/2017,,," NOTRE DAME OF MARYLAND UNIVERSITY, INC.",,WS,BW,Beer & Wines,4701  N. Charles St,21210
10/11/2017,10/13/2017,10/14/2017,,,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",,WS,BW,Beer & Wines,110 W. FAYETTE AVE,21201
10/12/2017,10/13/2017,10/15/2017,,,"MOUNT VERNON-BELVEDERE IMPROVEMENT ASSOCIATION, INC. ",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017185,21202
10/12/2017,10/13/2017,10/15/2017,,,"JAMAICAN ASSOCATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 YORK ROAD,21215
10/12/2017,10/26/2017,10/27/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
10/12/2017,10/15/2017,10/16/2017,,,"KAMRYN LAMBERT FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230
10/12/2017,10/13/2017,10/14/2017,,,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 Point St,21231
10/13/2017,10/13/2017,10/14/2017,,,"Hamilton-Lauraville Main Street, Inc.",,WS,BW,Beer & Wines,4500 Harford Rd (Lot),21214
10/16/2017,10/28/2017,10/29/2017,,,MATT & KATE CEREMONY,,LS,BWL,"Beer, Wine, & Liquor",401 E. 40TH STREET,21218
10/16/2017,10/28/2017,10/29/2017,,,MATT & KATIE CEREMONY,,LS,BWL,"Beer, Wine, & Liquor",401 E. 40TH STREET,21218
10/16/2017,10/28/2017,10/29/2017,,,MATT & KATIE CEREMONY,,LS,BWL,"Beer, Wine, & Liquor",401 E. 30th Street,21218
10/17/2017,10/25/2017,10/26/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 LEXINGTON STREET EAST,21202
10/17/2017,10/25/2017,10/27/2017,,,ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202
10/18/2017,10/28/2017,10/29/2017,,,"Fells Point Creative Alliance, Inc",,WS,BW,Beer & Wines,PERMIT #ROW2017-SE1016438,21224
10/18/2017,10/28/2017,10/29/2017,,,"Fells Point Creative Alliance, Inc",,WS,BW,Beer & Wines,PERMIT #ROW2017-SE1016438,21224
10/18/2017,10/20/2017,10/21/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 York Rd.,21212
10/18/2017,10/20/2017,10/21/2017,,," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",,WS,BW,Beer & Wines,4229 York Rd.,21212
10/19/2017,11/03/2017,11/04/2017,,,"ROLAND PARK COUNTRY SCHOOL, INCORPORATED",,LS,BWL,"Beer, Wine, & Liquor",5204 ROLAND AVENUE,21210
10/20/2017,10/26/2017,10/27/2017,,,"TYANNA BARRE O'BRIEN BREAST CANCER FOUNDATION, INC.",,LS,BWL,"Beer, Wine, & Liquor",1300 blk Russell Street,21230
10/20/2017,11/03/2017,11/04/2017,,,"SINGLE CARROT THEATRE, INC.",,WS,BW,Beer & Wines,2600  N. Howard St,21218
10/20/2017,11/03/2017,11/04/2017,,,"SINGLE CARROT THEATRE, INC.",,WS,BW,Beer & Wines,2600  N. Howard St,21218
10/20/2017,10/28/2017,10/29/2017,,,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016921,21231
10/20/2017,11/02/2017,11/03/2017,,,LOYOLA UNIVERSITY,,WS,BW,Beer & Wines,5609 HESS AVENUE,21212
10/23/2017,10/28/2017,10/29/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. Lexington Street,21044
10/23/2017,10/28/2017,10/29/2017,,,THE ZION CHURCH OF THE CITY OF BALTIMORE,,WS,BW,Beer & Wines,400 E. Lexington Street,21044
10/23/2017,10/27/2017,10/30/2017,,, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,,WS,BW,Beer & Wines,See Permit ROW2017-SE1016586,21201
10/23/2017,11/02/2017,11/03/2017,,,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",,WS,BW,Beer & Wines,3100  Swann Dr.,21217
10/23/2017,10/25/2017,10/26/2017,,,"OYSTER RECOVERY PARTNERHSHIP, INC.",,LS,BWL,"Beer, Wine, & Liquor",1020 HULL STREET,21230
10/23/2017,10/27/2017,10/28/2017,,,ACTIVE SOCIAL COMMUNITIES INC.,,LS,BWL,"Beer, Wine, & Liquor",3100  Boston St. (Parking Lot),21224
10/23/2017,10/27/2017,10/28/2017,,,ACTIVE SOCIAL COMMUNITIES INC.,,LS,BWL,"Beer, Wine, & Liquor",3100  Boston St. (Parking Lot),21224
10/24/2017,11/18/2017,11/19/2017,,,KURK LEE FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",29TH DIVISION STREET,21201
10/24/2017,11/18/2017,11/19/2017,,,KURK LEE FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",29TH DIVISION STREET,21201
10/26/2017,11/02/2017,11/03/2017,,,TECHNOLOGY COUNCIL OF MARYLAND FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",7 ST. PAUL STREET,21202
10/26/2017,10/28/2017,10/29/2017,,,"Root & Culture, Inc.",,LS,BWL,"Beer, Wine, & Liquor",2900  Liberty Height Ave,21215
10/26/2017,10/28/2017,10/29/2017,,,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215
10/27/2017,10/28/2017,10/29/2017,,,"MARYLAND ART PLACE, INC.",,LS,BWL,"Beer, Wine, & Liquor",218  W. Saratoga Ave,21201
10/27/2017,10/28/2017,10/29/2017,,,"MARYLAND ART PLACE, INC.",,LS,BWL,"Beer, Wine, & Liquor",218  W. Saratoga Ave,21201
10/27/2017,11/09/2017,11/10/2017,,,SPIRIT OF HOPE CHILDRENS FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",11 W.  MOUNT VERNON PLACE,21201
10/27/2017,11/09/2017,11/10/2017,,,SPIRIT OF HOPE CHILDRENS FOUNDATION,,LS,BWL,"Beer, Wine, & Liquor",11 W.  MOUNT VERNON PLACE,21201
10/27/2017,11/03/2017,11/04/2017,,,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215
10/27/2017,11/10/2017,11/11/2017,,,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215
10/27/2017,11/04/2017,11/05/2017,,,"FRIENDS OF PATTERSON PARK, INC.",,LS,BWL,"Beer, Wine, & Liquor",27  S. Patterson  Park Ave.,21231
10/27/2017,11/04/2017,11/05/2017,,,Beth Am Synagogue,,WS,BW,Beer & Wines,2501 Eutaw Place,21217
10/27/2017,11/04/2017,11/05/2017,,,Beth Am Synagogue,,WS,BW,Beer & Wines,2501 Eutaw Place,21217
10/27/2017,11/11/2017,11/12/2017,,,CATHEDRAL OF MARY OUR QUEEN,,LS,BWL,"Beer, Wine, & Liquor",5200 N. Charles Street,21210
10/27/2017,10/28/2017,10/29/2017,,,DOWNTOWN BALTIMORE FAMILY ALLIANCE INC.,,WS,BW,Beer & Wines,See Permit ROW2017-SE1016842,21230
10/30/2017,11/04/2017,11/05/2017,,, THE VESTRY OF ST. DAVID'S,,LS,BWL,"Beer, Wine, & Liquor",4700 Roland Ave,21210
10/30/2017,11/04/2017,11/05/2017,,, THE VESTRY OF ST. DAVID'S,,LS,BWL,"Beer, Wine, & Liquor",4700 Roland Ave,21210
10/31/2017,11/02/2017,11/03/2017,,,"PLAYWORKS EDUCATION ENERGIZED, INC. A/K/A PLAYWORKS EDUCATION ENERGIZED",,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224
10/31/2017,11/08/2017,11/09/2017,,,"Baltimore Bar Foundation, Inc.",,WS,BW,Beer & Wines,515-519 W. FAYETTE STREET,21201
11/01/2017,11/16/2017,11/17/2017,,,"BALTIMORE HERITAGE AREA ASSOCIATION, INC.",,WS,BW,Beer & Wines,1911 FALLS RD,21211
11/03/2017,11/03/2017,11/05/2017,,,"BALTIMORE ROCK OPERA SOCIETY, INC.",,WS,BW,Beer & Wines,549 OLD TOWN MALL,21202
11/03/2017,11/04/2017,11/05/2017,,,"Waterfront Partnership of Baltimore, Inc.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017058,21202
11/03/2017,11/04/2017,11/18/2017,,,"THE PRODUCERS CLUB OF MARYLAND, INC.",,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201
11/03/2017,11/03/2017,11/04/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/03/2017,11/10/2017,11/11/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/03/2017,11/17/2017,11/18/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/03/2017,11/24/2017,11/25/2017,,,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202
11/06/2017,11/10/2017,11/11/2017,,,"FRIENDS OF PATTERSON PARK, INC.",,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017339,21224
11/07/2017,11/19/2017,11/20/2017,,,ST. FRANCIS OF ASSISI CATHOLIC CHURCH,,WS,BW,Beer & Wines,3615 Harford Rd,21218
